,userId,movieId,rating,timestamp
18894128,196196,10,4.0,1400969565
8383213,86429,3948,4.0,1437756017
3742266,39013,3481,3.5,1226162122
24038231,249587,110,5.0,836443510
21418047,222513,1198,3.0,1495117884
1192707,12266,500,4.0,837074156
17772816,184458,2353,3.0,953534338
20322918,211154,551,3.0,1006786574
577345,5834,11,3.0,836371998
17407263,180638,5108,3.0,1269629543
240365,2531,920,3.5,1087460286
18474422,191735,4979,4.0,1017896268
15366492,159948,54286,5.0,1210729826
10428627,107703,1246,0.5,1446299967
21981558,228326,22,3.5,1476816953
21317164,221367,1242,3.0,940366877
22972863,238609,1029,2.0,854277811
3909,46,784,3.0,979350279
20931854,217492,7090,0.5,1160396975
10686390,110324,39,3.0,1153943405
3318096,34510,480,3.0,864304212
7720261,79642,26726,3.0,1455598278
2371675,24572,3751,3.0,1111475238
17443811,180992,2686,4.0,1046308914
16459798,171101,4915,3.0,1125005851
19797635,205713,1057,3.0,949130105
3324462,34571,33794,5.0,1441997272
15946864,165873,3481,4.0,1164950459
10952442,113256,6743,3.5,1065373679
7815069,80523,4585,3.5,1330203738
4424840,45695,4296,3.5,1091149376
13479448,140152,435,1.0,898412191
7655070,79042,539,5.0,1439740046
7843045,80837,173,2.0,945927549
14036605,145872,3203,3.0,1050697233
24511957,254755,4896,3.0,1079900310
15222756,158432,344,3.0,848987107
19403452,201480,5218,4.5,1137359615
17187095,178459,3861,4.0,992189761
23811445,247259,1036,5.0,1482739418
4934430,50780,4489,3.0,1236850330
15432554,160625,153,3.0,844549148
5290511,54568,333,3.5,1201459648
2047336,21317,7042,5.0,1489566577
24964537,259595,1231,0.5,1243433301
20538020,213396,3996,3.0,1449688242
10423170,107627,140,3.0,940876159
18578377,192880,1923,4.0,992921788
23192439,240696,72395,4.5,1494063449
9107834,94058,93840,1.5,1433198879
11853879,122913,2599,3.5,1146416473
24317362,252534,101614,4.0,1383498073
7160524,73880,7143,4.5,1215772914
5092435,52410,63082,4.5,1291261190
19855497,206367,1784,5.0,953235547
13219408,137391,48385,5.0,1488729711
18743647,194690,4002,2.5,1136807275
8733782,90061,4963,2.0,1014421984
21804672,226491,595,3.0,918670551
7263696,74851,3467,5.0,961691460
7620208,78739,594,3.5,1108547514
10641655,109811,511,2.0,951256843
19960732,207527,413,3.0,832690543
16439887,170890,61071,4.0,1228483738
24106859,250312,128360,5.0,1486472454
10654298,109963,4006,5.0,992109894
24272763,252089,26302,3.5,1201306612
25537499,265797,3869,3.5,1153746959
